conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_141016,141015,@AmazonHelp la fecha estimada de entrega es 4 al 12 de diciembre,2017-11-24T12:05:48+00:00,la fecha estimada de entrega es 4 al 12 de diciembre,7
conv_1765200,1765200,"@AmazonHelp Hi, ordered a book on Amazon prime yesterday and still not arrived today at 21.33.",2017-11-07T21:33:38+00:00,"Hi, ordered a book on Amazon prime yesterday and still not arrived today at 21.33.",9
conv_455531,455526,@AmazonHelp I ordered 2 eye sleep masks and they were supposed to arrive yesterday and it was delayed i got a notification they were out for delivery at 9:30 am and they still have not arrived,2017-11-30T23:33:31+00:00,I ordered 2 eye sleep masks and they were supposed to arrive yesterday and it was delayed i got a notification they were out for delivery at 9:30 am and they still have not arrived,14
conv_866108,1206858,@AmazonHelp Please get update and solve this issue today only or else you will have to pay me interest on the Phone amount......,2017-10-25T09:53:48+00:00,Please get update and solve this issue today only or else you will have to pay me interest on the Phone amount......,0
conv_421599,421598,"@AmazonHelp Already reached out there thrice,team says cannot help as they don't know which courier it has been assigned to, but still I'm getting msgs.",2017-10-10T08:56:07+00:00,"Already reached out there thrice,team says cannot help as they don't know which courier it has been assigned to, but still I'm getting msgs.",3
conv_990998,990997,@AmazonHelp Hab es euch weitergeleitet. Danke und einen schönen Sonntag noch :),2017-10-22T13:33:39+00:00,Hab es euch weitergeleitet. Danke und einen schönen Sonntag noch :),10
conv_2472395,2472397,@AmazonHelp Also ich habe jetzt auf meinem Fernseher nach Teen Wolf Staffel 1 gesucht aber ich finde sie nur auf englisch ?,2017-11-15T13:17:39+00:00,Also ich habe jetzt auf meinem Fernseher nach Teen Wolf Staffel 1 gesucht aber ich finde sie nur auf englisch ?,10
conv_2854270,2854272,"@AmazonHelp Neither of those options are open to me, unfortunately.",2017-11-27T21:15:41+00:00,"Neither of those options are open to me, unfortunately.",10
conv_282725,282727,@AmazonHelp Ah so it should just go back into my account?,2017-10-06T13:20:24+00:00,Ah so it should just go back into my account?,6
conv_598045,598045,"@AmazonHelp Hab mir ein Spiel, dass über 30€ kostet, vorbestellt und mir werden noch die Versandkosten angezeigt. Die muss ich dann nicht bezahlen ne? :D",2017-12-03T19:45:31+00:00,"Hab mir ein Spiel, dass über 30€ kostet, vorbestellt und mir werden noch die Versandkosten angezeigt. Die muss ich dann nicht bezahlen ne? :D",10
conv_1434081,1434079,@AmazonHelp The lady was quite unhelpful yesterday. I love amazon but feel really let down now.,2017-11-02T22:33:37+00:00,The lady was quite unhelpful yesterday. I love amazon but feel really let down now.,1
conv_49919,49919,@AmazonHelp someone hacked onto my amazon account and changed the email and password what do i do????,2017-11-01T17:34:09+00:00,someone hacked onto my amazon account and changed the email and password what do i do????,6
conv_1558692,1558692,@AmazonHelp hi. Got a notification to reset password. Have done. Now have purchases missing from library &amp; all offline music gone,2017-11-04T13:03:11+00:00,hi. Got a notification to reset password. Have done. Now have purchases missing from library &amp; all offline music gone,10
conv_2766929,2766926,@AmazonHelp We're still trying to figure out where the packages are supposed to go (they have no addresses or names on them). I'll highlight with that same agent the ongoing issues with the delivery driver and hopefully it'll all get resolved in the same process.,2017-11-21T12:31:03+00:00,We're still trying to figure out where the packages are supposed to go (they have no addresses or names on them). I'll highlight with that same agent the ongoing issues with the delivery driver and hopefully it'll all get resolved in the same process.,14
conv_2159265,2159265,"@115850 @AmazonHelp 
Your courier partners started wrong practice of updating status even before delivery. They marked my package delivered even though no courier boy has arrived in my society.",2017-11-09T04:24:32+00:00,Your courier partners started wrong practice of updating status even before delivery. They marked my package delivered even though no courier boy has arrived in my society.,4
conv_2532796,2532796,"@115830 Now this. There was no request, unless they mean my 11am PW change. @AmazonHelp can you please tell me what is happening, and why? https://t.co/YF8FAKzJQI",2017-10-30T12:22:53+00:00,"Now this. There was no request, unless they mean my 11am PW change. can you please tell me what is happening, and why?",10
conv_709984,709983,@AmazonHelp y despues de borrarme los pedidos bloqueasteis la cuenta otra vez y hoy me han cobrado un año de amazon prime sin poder borrar mis datos.,2017-10-10T22:11:40+00:00,y despues de borrarme los pedidos bloqueasteis la cuenta otra vez y hoy me han cobrado un año de amazon prime sin poder borrar mis datos.,9
conv_1041824,1041820,"@AmazonHelp Just checked my bank and seen I was charged twice for skyrim both transactions are £37.53
What happend?",2017-11-21T00:30:50+00:00,Just checked my bank and seen I was charged twice for skyrim both transactions are £37.53 What happend?,12
conv_317899,317899,@AmazonHelp I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,2017-10-07T09:14:03+00:00,I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,1
conv_333194,333200,@AmazonHelp Amazon Sucks. Never had such a hard time. Have mailed multiple times but no response.,2017-10-08T04:52:50+00:00,Amazon Sucks. Never had such a hard time. Have mailed multiple times but no response.,1
conv_1277034,1277034,"@115850 @AmazonHelp thank you for routing my package from the city is was to be delivered to a city far, far away... take a bow! https://t.co/L3wXlxOUTN",2017-10-26T16:01:37+00:00,"thank you for routing my package from the city is was to be delivered to a city far, far away... take a bow!",4
conv_1297444,1297443,@AmazonHelp Logic doesn’t match my order. Everything in stock and Prime.,2017-10-26T22:49:49+00:00,Logic doesn’t match my order. Everything in stock and Prime.,18
conv_1206171,1206173,@AmazonHelp I will send a DM now regarding this,2017-10-25T09:15:44+00:00,I will send a DM now regarding this,10
conv_64149,64146,@AmazonHelp This is the same reply i am getting for the 9th time,2017-11-30T09:05:51+00:00,This is the same reply i am getting for the 9th time,8
conv_320325,320329,@AmazonHelp Not according to the email I got saying it’s been cancelled as it could not be delivered,2017-10-07T12:31:15+00:00,Not according to the email I got saying it’s been cancelled as it could not be delivered,16
conv_126365,126350,"@AmazonHelp No need to sort it, just cancel the order at your end and refund the payment. I lost my believe in @115850 @AmazonHelp . #pathetic you broke the promise.",2017-11-23T15:31:49+00:00,"No need to sort it, just cancel the order at your end and refund the payment. I lost my believe in . #pathetic you broke the promise.",18
conv_2580480,2580472,@AmazonHelp I believe so.,2017-11-16T22:31:40+00:00,I believe so.,10
conv_434430,434422,@AmazonHelp And still not received today,2017-10-10T16:30:11+00:00,And still not received today,10
conv_1080610,1080610,"@AmazonHelp hi, I got the fire hd 10. Can I change Alexa's voice to the British accent? How? Thanks",2017-10-15T01:47:22+00:00,"hi, I got the fire hd 10. Can I change Alexa's voice to the British accent? How? Thanks",2
conv_436853,436855,"@AmazonHelp The link just takes me to a contract the seller page, I have already did that.",2017-10-10T17:47:53+00:00,"The link just takes me to a contract the seller page, I have already did that.",8
conv_141971,141969,@AmazonHelp je vous ai envoyé un DM,2017-11-24T13:00:39+00:00,je vous ai envoyé un DM,19
conv_181261,181259,@AmazonHelp I have! But I chose one-day delivery so it would arrive before I had to travel. I'm leaving tomorrow and have no way of getting the book once it arrives at this address.,2017-11-25T01:34:10+00:00,I have! But I chose one-day delivery so it would arrive before I had to travel. I'm leaving tomorrow and have no way of getting the book once it arrives at this address.,14
conv_2322191,2322203,@AmazonHelp All Reddy I told not respond your side..,2017-11-20T03:42:00+00:00,All Reddy I told not respond your side..,10
conv_2483967,2483966,@AmazonHelp Apparently it was left with a neighbour with the other items. How can I check whether the courier still has it? They obviously thought they were in one of the 3 delivered parcels.,2017-11-15T15:48:17+00:00,Apparently it was left with a neighbour with the other items. How can I check whether the courier still has it? They obviously thought they were in one of the 3 delivered parcels.,4
conv_1292019,1292018,"@AmazonHelp Okay, thanks – I'll try that.",2017-11-25T20:49:38+00:00,"Okay, thanks – I'll try that.",2
conv_1620704,1620704,@AmazonHelp hi! I need to change a shipping address on an item I preordered. Any suggestions?,2017-11-05T16:27:55+00:00,hi! I need to change a shipping address on an item I preordered. Any suggestions?,10
conv_1986359,1986359,"still no reply from @AmazonHelp 
seems about right from a company that's takes money from your account without my consent.",2017-10-18T18:51:33+00:00,still no reply from seems about right from a company that's takes money from your account without my consent.,6
conv_58087,58087,@AmazonHelp can I DM you instead?,2017-11-01T19:58:05+00:00,can I DM you instead?,10
conv_80808,80808,@AmazonHelp @115821 if my package is expected to be delivered tomorrow why does it not show shipped yet status?,2017-11-29T21:40:27+00:00,if my package is expected to be delivered tomorrow why does it not show shipped yet status?,4
conv_292789,294284,@AmazonHelp No point writing anywhere. Tried everything.. U guys just fooling and cheating us. @40058 @1560 @2156,2017-10-18T12:26:06+00:00,No point writing anywhere. Tried everything.. U guys just fooling and cheating us.,12
conv_1986974,1986976,@AmazonHelp You refuse to refund me £80,2017-11-08T09:39:40+00:00,You refuse to refund me £80,12
conv_285629,285629,I love how I pay for Prime and my package that I really needed in 2 days is going to take over a week to get to me @AmazonHelp 👎🏼👎🏼👎🏼,2017-10-06T14:18:03+00:00,I love how I pay for Prime and my package that I really needed in 2 days is going to take over a week to get to me 👎🏼👎🏼👎🏼,5
conv_2789048,2789048,This is the third time now. I was told my package would be delivered today (two days late) at “highest priority”. It is still not here! This is getting so ridiculous now! @115821 @115830 @AmazonHelp,2017-11-21T19:47:59+00:00,This is the third time now. I was told my package would be delivered today (two days late) at “highest priority”. It is still not here! This is getting so ridiculous now!,4
conv_448641,448637,@AmazonHelp Yes..... It was an Amazon Shipping delivery (that's the carrier listed) live-chat don't understand the severity of the driver stealing parcels on the run-upto Xmas! He didn't even step foot on the driveway,2017-11-30T20:52:28+00:00,Yes..... It was an Amazon Shipping delivery (that's the carrier listed) live-chat don't understand the severity of the driver stealing parcels on the run-upto Xmas! He didn't even step foot on the driveway,1
