conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_485291,4,6,delivery_issue,keyword,"@AmazonHelp I’ve ordered a book (206-7453021-7726749) to be delivered to High Wycombe, why is the tracking showing it going to Banbury?!","[2017-12-01T15:00:50] CUSTOMER: @AmazonHelp I’ve ordered a book (206-7453021-7726749) to be delivered to High Wycombe, why is the tracking showing it going to Banbury?!
[2017-12-01T15:05:00] SUPPORT: @230460 Uh oh, that's odd! I'm sorry about that. Do you mind telling us the original estimated delivery date provided in your confirmation email? ^DY
[2017-12-01T15:17:18] CUSTOMER: @AmazonHelp Yeah, was ordered Tuesday via prime for next day delivery on Wednesday (yesterday)
[2017-12-01T15:21:00] S",delivery_issue,"{'order_id': '206-7453021-7726749', 'product': 'Prime'}",unclear,,
conv_1200964,1,2,billing_payment,keyword,@115821 @AmazonHelp Guy name Baidurya Phukan Ripp Amazon &amp; People money. Catch &amp; take action. I give more proof. He's from Guwahati. https://t.co/3fD6Rmu6Ek,"[2017-10-25T05:48:06] CUSTOMER: @115821 @AmazonHelp Guy name Baidurya Phukan Ripp Amazon &amp; People money. Catch &amp; take action. I give more proof. He's from Guwahati. https://t.co/3fD6Rmu6Ek
[2017-10-25T06:04:01] SUPPORT: @402194 Thank you for reporting it. We will consider this as feedback and ensure to pass it on internally. ^RW",billing_payment,,unclear,,
conv_313294,0,14,billing_payment,keyword,@AmazonHelp Please be informed that Returns experience is worst than ever I have faced. Still I have no update when will be pick up. https://t.co/y1bN4GIKoj,"[2017-10-07T04:48:59] CUSTOMER: @AmazonHelp Please be informed that Returns experience is worst than ever I have faced. Still I have no update when will be pick up. https://t.co/y1bN4GIKoj
[2017-10-07T04:51:16] CUSTOMER: @AmazonHelp Yesterday I have call to three time Customer care and they said don't worry pick up will be done EOD before 8PM. But it was not happen.
[2017-10-07T05:07:00] SUPPORT: @190810 We're sorry to know about this. We’d like to assist, please fill this form: https://t.co/bea",billing_payment,,unclear,,
conv_246446,0,11,billing_payment,keyword,"@AmazonHelp I haven't received Cashback​ of order no. 402-8403153-9253141 &amp; 404-5665874405963, you 
 guys should be banned for this","[2017-10-05T15:16:24] CUSTOMER: @AmazonHelp I haven't received Cashback​ of order no. 402-8403153-9253141 &amp; 404-5665874405963, you 
 guys should be banned for this
[2017-10-05T15:35:28] SUPPORT: @174534 don’t provide your order details as we consider them to be personal information. Our page is visible to public. ^PB (2/2)
[2017-10-05T15:35:28] SUPPORT: @174534 Apologies for the same. Kindly contact us here:https://t.co/vlvfJr4nN9 and we'll check this out for you. Also, please..^PB (1/2)
[20",billing_payment,{'order_id': '402-8403153-9253141'},unclear,,
conv_909469,8,17,delivery_issue,cluster_hint,@AmazonHelp extremely poor service. Scheduled commitment not fulfilled. Completely disappointed. Order #408-7581444-9365156.,"[2017-10-21T05:29:16] CUSTOMER: @AmazonHelp extremely poor service. Scheduled commitment not fulfilled. Completely disappointed. Order #408-7581444-9365156.
[2017-10-21T05:54:00] SUPPORT: @336030 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^GU
[2017-10-21T05:54:00] SUPPORT: @336030 Sorry for the inconvenience. Please contact our support team here: https://t.co/vlvfJr4nN9 we will get it resolved. (1/2)^GU
[2017-10-21T",delivery_issue,{'order_id': '408-7581444-9365156'},unclear,,
conv_627124,12,17,billing_payment,keyword,"@AmazonHelp  guys pathetic services ,  disaster service  i need this product any how today only. https://t.co/2nadG1dXyP","[2017-10-20T05:07:02] CUSTOMER: @AmazonHelp  guys pathetic services ,  disaster service  i need this product any how today only. https://t.co/2nadG1dXyP
[2017-10-20T05:23:27] SUPPORT: @268513 Sorry for the unexpected delay. I'd like to help, kindly drop in your details here:https://t.co/beaaDlIL5C 1/2 ^EM
[2017-10-20T05:25:00] SUPPORT: @268513 &amp; I'll reach out to you with an update at the earliest. 2/2 ^EM
[2017-10-23T06:05:53] CUSTOMER: @AmazonHelp arrange call back me on 9540838806 ASAP i ",billing_payment,,unclear,,
conv_89203,1,19,billing_payment,keyword,"@AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, bu","[2017-11-30T14:34:07] CUSTOMER: @AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, but Amazon does not accept the creditcard payment 1/2
[2017-11-30T14:35:31] CUSTOMER: @AmazonHelp @AmazonHelp Meanwhile my account is blocked and it stays blocked until I have send some creditcard statement which I refuse to do so and I want to cancel the order and get ",billing_payment,,unclear,,
conv_99972,11,4,billing_payment,keyword,"I am done trusting @115850 Customer Service Executives. 
1st they give wrong information along with false promises, other come and cover up by saying sorry. @AmazonHelp","[2017-11-30T16:35:37] CUSTOMER: I am done trusting @115850 Customer Service Executives. 
1st they give wrong information along with false promises, other come and cover up by saying sorry. @AmazonHelp
[2017-11-30T17:07:00] SUPPORT: @137893 Apologies for the trouble. Could you please let us know what went wrong? We'd like to look into it for you. ^RB
[2017-11-30T17:09:48] CUSTOMER: @AmazonHelp Your executive gave me wrong information and gave false promise about delivery and after a day another e",billing_payment,,unclear,,
conv_1422353,19,6,non_english,keyword,"@AmazonHelp Bjr, ma maman a commandé quelque chose pour moi sur votre site. Le colis est arrivé chez elle VIDE !! Que peut-elle faire? Merci","[2017-11-02T09:21:00] CUSTOMER: @AmazonHelp Bjr, ma maman a commandé quelque chose pour moi sur votre site. Le colis est arrivé chez elle VIDE !! Que peut-elle faire? Merci
[2017-11-02T09:26:32] SUPPORT: @450556 Navrée d'apprendre cela. Avez-vous signalé cet incident à notre SAV s'il vous plaît ? ^FA
[2017-11-02T09:27:14] CUSTOMER: @AmazonHelp Pas encore, elle vient de m'en tenir informée. Comment pouvons-nous contacter votre SAV? Merci
[2017-11-02T09:31:00] SUPPORT: @450556 Voici le lien pour c",non_english,,unclear,,
conv_2206168,19,5,non_english,keyword,@AmazonHelp êtes vous disponible svp?,"[2017-11-09T22:07:09] CUSTOMER: @AmazonHelp êtes vous disponible svp?
[2017-11-09T22:08:55] SUPPORT: @628841 Bonsoir, en quoi puis-je vous aider?^FT
[2017-11-09T22:10:41] CUSTOMER: @AmazonHelp Bonsoir, j’en suis à 12appels à votre service client depuis lundi à cause de 3 commandes ayant posées problème sur le délai de livraison 4jours au lieu de 24h. Un superviseur de Dublin m’a raccroché au nez. Je rappel ensuite on le promet un rappel dans la soirée mais rien.
[2017-11-09T22:15:38] SUPPORT: @6",non_english,,unclear,,
conv_1534957,14,5,delivery_issue,keyword,"@AmazonHelp Bday gift didn't arrive! I have prime to get next day delivery, should arrive next day! 30 extra days prime isn't an apology!","[2017-11-03T23:55:17] CUSTOMER: @AmazonHelp Bday gift didn't arrive! I have prime to get next day delivery, should arrive next day! 30 extra days prime isn't an apology!
[2017-11-04T00:03:29] SUPPORT: @475993 I'm sorry for the wait! When you called us, what other options or insight did we provide? ^DW
[2017-11-04T00:09:44] CUSTOMER: @AmazonHelp Nope...the only other option was to cancel the order. If it doesn't arrive before I leave tomorrow, I then have to pay to return it,not cool
[2017-11-04T",delivery_issue,{'product': 'Prime'},unclear,,
conv_2130981,2,3,resolution_confirmation,keyword,Thanks @115830 PRIME for ruining my mum's Birthday by failing to deliver our present to her 👎🏼💩 @AmazonHelp #AmazonPrime #letdown,"[2017-11-08T19:45:54] CUSTOMER: Thanks @115830 PRIME for ruining my mum's Birthday by failing to deliver our present to her 👎🏼💩 @AmazonHelp #AmazonPrime #letdown
[2017-11-08T19:49:00] SUPPORT: @256988 This isn't what we intended! Have we missed the delivery today? Keep in mind we deliver up until 21:00. Please let us know! ^KJ
[2017-11-08T20:04:38] CUSTOMER: @AmazonHelp Yes I've had an email saying it could take an additional 1-2 days to arrive, despite me arranging PRIME delivery guaranteed for",resolution_confirmation,{'product': 'Prime'},unclear,,
conv_2280024,16,7,account_access,keyword,"@AmazonHelp Hey, my acount has been locked for security reasons. Says I need to check my email but I have been sent nothing!","[2017-11-11T20:08:15] CUSTOMER: @AmazonHelp Hey, my acount has been locked for security reasons. Says I need to check my email but I have been sent nothing!
[2017-11-11T20:12:37] SUPPORT: @662840 I'm sorry for the trouble this has caused you; when did you receive this notification to review your e-mail? Typically, instructions are given within the first 12 hours. Be sure to also review your spam/junk folders as well. ^WM
[2017-11-11T22:00:34] CUSTOMER: @AmazonHelp This afternoon, but this is the",account_access,,unclear,,
conv_2676392,2,5,account_access,keyword,@AmazonHelp There is something wrong with my account. The e-mail has changed and I can't login (or use traditional CS) Please advise.,"[2017-10-31T13:54:20] CUSTOMER: @AmazonHelp There is something wrong with my account. The e-mail has changed and I can't login (or use traditional CS) Please advise.
[2017-10-31T13:58:33] SUPPORT: @753296 I'm sorry you're having problems with your account. This link doesn't require a log in:  https://t.co/jzvkhdlrK5 ^EM
[2017-10-31T14:08:36] CUSTOMER: @AmazonHelp On the customer support line working on it right now, Thanks! 😀
[2017-10-31T19:08:07] CUSTOMER: @AmazonHelp CS was able to verify and ",account_access,{'product': 'Alexa'},unclear,,
conv_646687,4,2,delivery_issue,keyword,"@AmazonHelp hello, my package that was supposed to be delivered Saturday looks like it never made it out of the warehouse, when I request a refund on the website I get an email saying a refund cannot ","[2017-11-22T18:52:05] CUSTOMER: @AmazonHelp hello, my package that was supposed to be delivered Saturday looks like it never made it out of the warehouse, when I request a refund on the website I get an email saying a refund cannot be processed.
[2017-11-22T18:55:00] SUPPORT: @273587 We'd like to help look into this order for you. Please reach out to us by phone at this link here: https://t.co/hApLpMlfHN ^VS",delivery_issue,,unclear,,
conv_470087,5,8,general_inquiry,keyword,@AmazonHelp please help despite emails and many calls to customer services you still have the location of my home wrong.  You keep delivering my stuff to the wrong address and no one seems to care.,"[2017-12-01T07:29:29] CUSTOMER: @AmazonHelp please help despite emails and many calls to customer services you still have the location of my home wrong.  You keep delivering my stuff to the wrong address and no one seems to care.
[2017-12-01T07:31:00] SUPPORT: @226920 I am sorry to hear this Craig. When you spoke to customer services, what resolution was offered to you please?^GA
[2017-12-01T07:52:41] CUSTOMER: @AmazonHelp They keep telling me that they are taking up the matter with Amazon Shipp",general_inquiry,{'product': 'Prime'},unclear,,
conv_2891935,5,6,billing_payment,keyword,"Why is @15710 season 1-6 on prime when i look online, but when I log into prime on my tv its not! help @AmazonHelp","[2017-11-28T14:55:22] CUSTOMER: Why is @15710 season 1-6 on prime when i look online, but when I log into prime on my tv its not! help @AmazonHelp
[2017-11-28T14:59:38] SUPPORT: @801637 Hi James, I'm not seeing that this series is included with Amazon Prime: https://t.co/NxI23CeGRm ^AB
[2017-11-28T15:04:30] CUSTOMER: @AmazonHelp Seasons 1 - 6 included in your prime membership? https://t.co/00oEkoFZI8
[2017-11-28T15:20:58] SUPPORT: @801637 Sorry, we linked you to our UK website. I recommend check",billing_payment,{'product': 'Prime'},unclear,,
conv_579041,16,12,delivery_issue,keyword,So damn annoyed!! Yet another parcel has gone missing from @115821 2 in one week!! Really think they need to change couriers as I know I'm not the only one this has happened to!! Hoping @AmazonHelp ca,"[2017-12-03T10:42:14] CUSTOMER: So damn annoyed!! Yet another parcel has gone missing from @115821 2 in one week!! Really think they need to change couriers as I know I'm not the only one this has happened to!! Hoping @AmazonHelp can sort it as I'm not a happy bunny! 😠
[2017-12-03T10:45:00] SUPPORT: @256340 Hi Tracey, sorry to hear this. Who was the carrier of your order? Has there been any updates to the tracking? You can find out from Your Orders here: https://t.co/BQmcNXViiI. ^PJ
[2017-12-03T",delivery_issue,,unclear,,
conv_960460,0,4,non_english,keyword,@115850 @AmazonHelp who are the winners of #amazonsaletrail contest held on app please post update you people sad that announcement on 20,"[2017-08-21T00:19:14] CUSTOMER: @115850 @AmazonHelp who are the winners of #amazonsaletrail contest held on app please post update you people sad that announcement on 20
[2017-08-21T00:24:28] SUPPORT: @297359 Hi, please stay tuned to our social platforms and website for contest results. ^SV
[2017-08-26T14:17:51] CUSTOMER: @AmazonHelp Any update about #amazonsaletrail contest @115850
[2017-10-11T13:54:09] CUSTOMER: @AmazonHelp @115850 No update about winner 😂😂",non_english,,unclear,,
conv_426343,2,22,delivery_issue,keyword,@216403 @115821 @115850 @1560 @146956 @2517 @137849 #AmazonGiveaway #amazondetroit #Amazon @AmazonHelp  This is Very Pathetic! How can they claim for right Delivery. Anyone suggest the sol????,"[2017-10-01T12:51:07] CUSTOMER: @216403 @115821 @115850 @1560 @146956 @2517 @137849 #AmazonGiveaway #amazondetroit #Amazon @AmazonHelp  This is Very Pathetic! How can they claim for right Delivery. Anyone suggest the sol????
[2017-10-01T13:07:53] SUPPORT: @216404 Please request your friend to fill the form provided here: https://t.co/bUj77pQI2P so that we can assist you accordingly. ^AP
[2017-10-01T13:41:45] CUSTOMER: @AmazonHelp @216403 @115850 @115821 @137849 Hope you got all the details, Form",delivery_issue,,unclear,,
conv_2284204,14,4,delivery_issue,keyword,@AmazonHelp Your Prime shipping guarantees are a disgrace and an outright lie. Yet ANOTHER next day package with a guaranteed delivery date will be missed because you used USPS Parcel Select -- a budg,"[2017-11-11T14:33:33] CUSTOMER: @AmazonHelp Your Prime shipping guarantees are a disgrace and an outright lie. Yet ANOTHER next day package with a guaranteed delivery date will be missed because you used USPS Parcel Select -- a budget shipping option!! Disgraceful, Amazon. Shame on you.
[2017-11-11T14:51:35] SUPPORT: @663794 Oh no! We'd like to help in any way we can. Has the package missed the estimated delivery date shown here: https://t.co/Y5jpI9gRhE ^NM
[2017-11-11T15:14:38] CUSTOMER: @Amazo",delivery_issue,{'product': 'Prime'},unclear,,
